l_freq_filter,h_freq_filter,channels_to_drop,baseline_correction,projectors_to_apply,selected_frequency,tmin,tmax,detrend,reject,flat,ica_to_exclude,scaler,n_components,cov_est,log,model_type,trial_combo,sub_A,sub_C,sub_D,sub_E,sub_F,sub_G,sub_H,sub_J,sub_L
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,True,NN,"(1, 3)",0.4193548262119293,0.5540540814399719,0.5070422291755676,0.49275362491607666,0.5625,0.5068492889404297,0.5517241358757019,0.4057970941066742,0.5063291192054749
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,True,LDA,"(1, 5)",0.5172413793103449,0.6351351351351351,0.5694444444444444,0.5072463768115942,0.6,0.589041095890411,0.5263157894736842,0.7236842105263158,0.5128205128205128
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,True,LDA,"(1, 4)",0.4426229508196721,0.5428571428571428,0.4794520547945205,0.5428571428571428,0.6125,0.6338028169014085,0.5166666666666667,0.7534246575342466,0.5
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,True,LDA,"(2, 4)",0.6323529411764706,0.4864864864864865,0.5068493150684932,0.5,0.6875,0.5,0.46551724137931033,0.6285714285714286,0.5
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,True,LDA,"(1, 3)",0.4444444444444444,0.5,0.49295774647887325,0.5507246376811594,0.675,0.589041095890411,0.6610169491525424,0.5882352941176471,0.5063291139240507
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,NN,"(1, 5)",0.5166666507720947,0.5405405163764954,0.5,0.5797101259231567,0.512499988079071,0.465753436088562,0.5344827771186829,0.5263158082962036,0.4871794879436493
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,NN,"(1, 4)",0.5396825671195984,0.5285714268684387,0.4931506812572479,0.5,0.550000011920929,0.5070422291755676,0.5166666507720947,0.5753424763679504,0.5
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,NN,"(2, 4)",0.5,0.5135135054588318,0.5205479264259338,0.5,0.512499988079071,0.47297295928001404,0.517241358757019,0.5633803009986877,0.5
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,NN,"(1, 3)",0.6153846383094788,0.47297295928001404,0.5070422291755676,0.47826087474823,0.574999988079071,0.5068492889404297,0.49152541160583496,0.6029411554336548,0.5063291192054749
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,LDA,"(1, 5)",0.5166666666666667,0.47297297297297297,0.5138888888888888,0.5507246376811594,0.675,0.6027397260273972,0.5,0.7105263157894737,0.5128205128205128
,40,"['AFz', 'F7', 'F8']",,"slice(None, 1, None)",256,1,4.5,,{'eeg': 150},{'eeg': 20},,robust,24,concat,False,LDA,"(1, 4)",0.47619047619047616,0.5285714285714286,0.4794520547945205,0.5142857142857142,0.5375,0.5070422535211268,0.5166666666666667,0.7945205479452054,0.5
